docid,c0parent_class,c1child_class,c2parent_title,c3child_title
-1486507118,com.samsung.android.settings.activekey.ActiveKeySettings,com.samsung.android.settings.activekey.ActiveKeySettings,Active key,Use while screen locked
-1484312799,com.samsung.accessibility.advanced.flashnotification.FlashNotificationPreferenceFragment,com.samsung.accessibility.Activities$FlashNotificationActivity,Flash notification,Screen flash notification
-1475455597,com.samsung.android.accessibility.talkback.preference.TalkBackHelpPreferencesActivity,com.samsung.android.accessibility.talkback.preference.TalkBackHelpPreferencesActivity,Tutorial and help,Tutorial
-1473611099,com.samsung.android.settings.notification.SoundSettings,com.samsung.android.settings.notification.SecSoundSystemFeedbackSettings,Sounds and vibration,System sound
-1472254033,com.android.settings.datausage.DataUsageSummary,com.android.settings.datausage.DataUsageSummary,Data usage,Roaming
-1468224785,com.samsung.android.settings.display.HighRefreshRateFragment,com.samsung.android.settings.display.HighRefreshRateFragment,Motion smoothness,Standard
-1459734302,com.samsung.android.settings.lockscreen.LockScreenSettings,com.samsung.android.settings.lockscreen.LockScreenSettings,Lock screen,Smart Lock
-1451964992,com.samsung.android.settings.inputmethod.ChangeLanguageShortcutOptionFragment,com.samsung.android.settings.inputmethod.ChangeLanguageShortcutOptionFragment,Change language shortcut,Left Alt + Shift
-1451671039,com.samsung.accessibility.assistantmenu.settings.AssistantMenuMoreSettingsFragment,com.samsung.accessibility.assistantmenu.Activities$AssistantMenuMoreSettingsActivity,"Touchpad, cursor, and magnifier settings",Touchpad size
-1443394919,com.samsung.android.settings.biometrics.fingerprint.FingerprintEntry,com.samsung.android.settings.biometrics.fingerprint.FingerprintEntry,Fingerprints,Check added fingerprints
-1442767228,com.samsung.android.honeyboard.settings.smarttyping.sticker.StickerSuggestionSettings,com.samsung.android.honeyboard.settings.smarttyping.sticker.StickerSuggestionSettings,Suggest stickers while typing,AR Emoji
-1438185518,com.samsung.android.settings.deviceinfo.SoftwareInfoSettings,com.samsung.android.settings.deviceinfo.SoftwareInfoSettings,Software information,Knox version
-1438065714,com.samsung.android.sm.powermode.ui.PowerModeSettingsActivity,com.samsung.android.sm.powermode.ui.PowerModeSettingsActivity,Power saving mode,Limit apps and Home screen
-1434516404,com.samsung.android.settings.deviceinfo.status.SimStatus,com.samsung.android.settings.deviceinfo.status.SimStatus,SIM card status,ICCID
-1433405666,com.samsung.android.settings.deviceinfo.ServiceInfoSettings,com.samsung.android.settings.deviceinfo.ServiceInfoSettings,Service information,Contact us
-1427341830,com.samsung.android.settings.security.BiometricsAndSecuritySettings,com.samsung.android.settings.security.OtherSecuritySettings,Biometrics and security,Other security settings
-1422231574,com.android.settings.deviceinfo.aboutphone.MyDeviceInfoFragment,com.android.settings.deviceinfo.aboutphone.MyDeviceInfoFragment,About phone,Regulatory information
-1416867806,com.android.launcher3.settings.KeyboardPreferenceActivity,com.android.launcher3.settings.KeyboardPreferenceActivity,Keyboard,On-screen keyboard location
-1416035166,com.samsung.android.settings.display.SecDarkModeSettingsFragment,com.samsung.android.settings.display.SecDarkModeSettingsFragment,Dark mode settings,"To schedule Dark mode to turn on between sunset and sunrise, Location needs to be turned on."
-1414242618,com.android.settings.notification.zen.ZenModePeopleSettings,com.android.settings.notification.zen.ZenModePeopleSettings,"Calls, messages, and conversations",Repeat callers
-1414087673,com.samsung.android.service.aircommand.settings.SPenSettingActivity,com.samsung.android.service.aircommand.settings.SPenSettingActivity,S Pen,Vibration
-1413914544,com.samsung.android.honeyboard.settings.swipetouchandfeedback.defaultactivity.SwipeTouchGestureFeedBackSettings,com.samsung.android.honeyboard.settings.swipetouchandfeedback.defaultactivity.SwipeTouchGestureFeedBackSettings,"Swipe, touch, and feedback",Touch and hold space bar
-1407693263,com.android.settings.development.DevelopmentSettingsDashboardFragment,com.android.settings.development.DevelopmentSettingsDashboardFragment,Developer options,Show Bluetooth devices without names
-1405631410,com.samsung.android.settings.notification.SoundSettings,com.samsung.android.settings.notification.SoundSettings,Sounds and vibration,Notification sound
-1404446330,com.android.settings.development.DevelopmentSettingsDashboardFragment,com.android.settings.development.DevelopmentSettingsDashboardFragment,Developer options,Simulate color space
-1403629111,com.samsung.android.settings.deviceinfo.SoftwareInfoSettings,com.samsung.android.settings.deviceinfo.SoftwareInfoSettings,Software information,Build number
-1395200997,com.android.settings.users.UserSettings,com.android.settings.users.UserSettings,Users,Add users from lock screen
-1393588024,com.android.settings.DisplaySettings,com.samsung.android.settings.display.SecFontSizePreferenceFragment,Display,Font size and style
-1388526101,com.samsung.android.accessibility.talkback.TalkBackVerbosityPreferencesActivity,com.samsung.android.accessibility.talkback.TalkBackVerbosityPreferencesActivity,Verbosity,Capital letters
-1385643926,com.samsung.accessibility.vision.viewclear.AccessibilityViewClear,com.samsung.accessibility.Activities$AccessibilityViewClearActivity,Visibility enhancements,High contrast fonts
-1379339141,com.android.settings.development.DevelopmentSettingsDashboardFragment,com.android.settings.development.DevelopmentSettingsDashboardFragment,Developer options,Logger buffer sizes
-1378798808,com.samsung.android.honeyboard.settings.common.HoneyBoardSettingsActivity,com.samsung.android.honeyboard.settings.styleandlayout.layout.KeyboardLayoutSettings,Samsung Keyboard,Layout
-1376600479,com.samsung.android.settings.connection.tether.SecTetherSettings,com.samsung.android.settings.wifi.mobileap.WifiApSettings,Mobile Hotspot and Tethering,Mobile Hotspot
-1376546154,com.samsung.android.settings.usefulfeature.FunctionKeySettings,com.samsung.android.settings.usefulfeature.FunctionKeySettings,Side key,Quick switch to Secure Folder
-1376428764,com.android.launcher3.settings.MouseTrackpadPreferenceActivity,com.android.launcher3.settings.FlowPointerActivity,Mouse/trackpad,Flow pointer to phone screen
-1373008769,com.android.settings.notification.ConfigureNotificationSettings,com.android.settings.notification.ConfigureNotificationSettings,Notifications,Brief pop-up settings
-1372932049,com.samsung.accessibility.vision.viewclear.AccessibilityViewClear,com.samsung.accessibility.Activities$AccessibilityViewClearActivity,Visibility enhancements,High contrast theme
-1372100031,com.samsung.android.app.telephonyui.callsettings.ui.preference.CallSettingsActivity$Call alerts and ringtone,com.samsung.android.app.telephonyui.callsettings.ui.preference.CallSettingsActivity$Call alerts and ringtone,Call alerts and ringtone,Vibrate while ringing
-1368844458,com.samsung.android.settings.notification.SecSoundSystemFeedbackSettings,com.samsung.android.settings.notification.SecSoundSystemFeedbackSettings,System sound/vibration control,Dock speakers play
-1365644041,com.samsung.android.settings.lockscreen.LockScreenSettings,com.samsung.android.settings.lockscreen.SecuredLockSettingsMenu,Lock screen,Secure lock settings
-1364618599,com.android.settings.development.DevelopmentSettingsDashboardFragment,com.android.settings.development.DevelopmentSettingsDashboardFragment,Developer options,Cool color temperature
-1363851344,com.android.settings.applications.specialaccess.SpecialAccessSettings,com.android.settings.applications.manageapplications.ManageApplications,Special access,Wi-Fi control
-1359658064,com.samsung.android.settings.usefulfeature.MotionAndGestureSettings,com.samsung.android.settings.usefulfeature.FingerSensorGestureSettings,Motions and gestures,Finger sensor gestures
-1357139679,com.samsung.android.honeyboard.settings.common.HoneyBoardSettingsActivity,com.samsung.android.honeyboard.settings.common.HoneyBoardSettingsActivity,Samsung Keyboard,Select third-party content to use
-1352654207,com.android.settings.development.DevelopmentSettingsDashboardFragment,com.android.settings.development.DevelopmentSettingsDashboardFragment,Developer options,Show refresh rate
-1350327760,com.android.settings.development.WirelessDebuggingFragment,com.android.settings.development.WirelessDebuggingFragment,Wireless debugging,Pair device with pairing code
-1349139880,com.samsung.android.accessibility.talkback.TalkBackPreferencesActivity,com.samsung.android.accessibility.talkback.TalkBackPreferencesActivity,TalkBack Settings,Customize gestures
-1347093579,com.samsung.android.settings.deviceinfo.SoftwareInfoSettings,com.samsung.android.settings.deviceinfo.softwareinfo.CCModeStatus,Software information,CC mode status
-1344996746,com.android.settings.development.DevelopmentSettingsDashboardFragment,com.android.settings.development.graphicsdriver.GraphicsDriverDashboard,Developer options,Graphics driver
-1344083539,com.android.settings.development.DevelopmentSettingsDashboardFragment,com.android.settings.development.DevelopmentSettingsDashboardFragment,Developer options,Wi-Fi safe mode
-1341653021,com.samsung.android.app.telephonyui.callsettings.ui.preference.CallSettingsActivity$Call alerts and ringtone,com.samsung.android.app.telephonyui.callsettings.ui.preference.CallSettingsActivity$Call alerts and ringtone,Call alerts and ringtone,Vibrate for keypad taps
-1340586096,com.android.settings.development.DevelopmentSettingsDashboardFragment,com.android.settings.development.DevelopmentSettingsDashboardFragment,Developer options,Turn off AVC block list
-1339278015,com.samsung.android.settings.general.GeneralDeviceSettings,com.android.settings.inputmethod.SpellCheckersSettings,General management,Spelling correction
-1338982428,com.android.settings.datausage.DataUsageSummary,com.android.settings.datausage.DataUsageSummary,Data usage,Billing cycle and data warning
-1337183720,com.sec.android.app.sbrowser.settings.SettingsActivity,com.sec.android.app.sbrowser.settings.SettingsActivity,Sites and downloads,Ask before starting downloads
-1334213580,com.android.homescreen.settings.HomeScreenSettingsActivity,com.android.homescreen.settings.HomeScreenSettingsActivity,Home screen settings,Discover
-1333995787,com.samsung.android.settings.security.BiometricsAndSecuritySettings,com.samsung.android.settings.security.BiometricsAndSecuritySettings,Biometrics and security,Private Share
-1332828766,com.samsung.accessibility.hearing.AccessibilitySettingsHearing,com.samsung.accessibility.Activities$AccessibilitySettingsHearingActivity,Hearing enhancements,Mute all sounds
-1330899532,com.samsung.android.honeyboard.settings.swipetouchandfeedback.defaultactivity.SwipeTouchGestureFeedBackSettings,com.samsung.android.honeyboard.settings.swipetouchandfeedback.defaultactivity.SwipeTouchGestureFeedBackSettings,"Swipe, touch, and feedback",Backspace speed
-1330549560,com.samsung.android.settings.lockscreen.LockScreenSettings,com.samsung.android.settings.lockscreen.LockScreenSettings,Lock screen,Lunar calendar
-1328561997,com.samsung.android.honeyboard.settings.handwriting.HwrSettings,com.samsung.android.honeyboard.settings.handwriting.KeyboardChinaHwrTypeSettings,Handwriting,Recognition type
-1326986411,com.samsung.android.forest.winddown.WindDownActivity,com.samsung.android.forest.winddown.WindDownActivity,Digital Wellbeing and parental controls,Bedtime mode
-1320638829,com.samsung.android.honeyboard.settings.swipetouchandfeedback.touchandhold.delay.TouchAndHoldDelaySettings,com.samsung.android.honeyboard.settings.swipetouchandfeedback.touchandhold.delay.TouchAndHoldDelaySettings,Keyboard touch and hold delay,Long (0.5 seconds)
-1319560143,com.samsung.accessibility.homepage.AccessibilitySettings,com.samsung.accessibility.homepage.AccessibilityHomepageActivity,Accessibility,Installed services
-1318503366,com.samsung.android.app.telephonyui.callsettings.ui.preference.CallSettingsActivity,com.samsung.android.app.telephonyui.callsettings.ui.preference.CallSettingsActivity,Call settings,Real Time Text
-1313427647,com.samsung.android.settings.deviceinfo.WarrantyInfoFragment,com.samsung.android.settings.deviceinfo.WarrantyInfoFragment,Warranty Information,Warranty Exceptions
-1304733033,com.samsung.accessibility.hearing.AccessibilitySettingsHearing,com.samsung.accessibility.Activities$AccessibilitySettingsHearingActivity,Hearing enhancements,Hearing aid support
